"","x1_gender","x2_seniorcitizen","x3_partner","x4_dependents","x5_tenure","x6_contract","x7_paperlessbill","x8_paymntmethod","x9_mthlycharges","x10_totalcharges","x11_phone","x12_multipleline","x13_internet","x14_onlinesecur","x15_onlinebckp","x16_devprotect","x17_techsupport","x18_streamtv","x19_streammovie","y_churn"
"4484","Male",0,"Yes","No",67,"Two year","No","Credit card (automatic)",25.6,1784.9,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4485","Male",0,"No","No",1,"Month-to-month","Yes","Electronic check",70.35,70.35,"Yes","No","Fiber optic","No","No","No","No","No","No",0
"4486","Male",0,"Yes","No",66,"Two year","No","Bank transfer (automatic)",91.7,6075.9,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes",0
"4487","Female",0,"No","No",61,"Month-to-month","No","Mailed check",89.2,5500.6,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes",0
"4488","Male",0,"Yes","Yes",4,"One year","No","Credit card (automatic)",24.1,73.1,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4489","Female",1,"Yes","No",42,"Month-to-month","Yes","Credit card (automatic)",74.15,3229.4,"Yes","No","Fiber optic","Yes","No","No","No","No","No",1
"4490","Female",0,"Yes","Yes",64,"One year","Yes","Bank transfer (automatic)",53.85,3399.85,"Yes","Yes","DSL","No","Yes","No","No","No","No",0
"4491","Female",1,"Yes","No",54,"One year","Yes","Bank transfer (automatic)",115.6,6431.05,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes",0
"4492","Male",0,"No","No",1,"Month-to-month","Yes","Credit card (automatic)",19.75,19.75,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4493","Male",0,"Yes","Yes",54,"Two year","Yes","Bank transfer (automatic)",24.05,1230.9,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4494","Female",0,"No","Yes",18,"Two year","No","Credit card (automatic)",25.3,454.65,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4495","Male",0,"No","No",3,"Month-to-month","No","Electronic check",84.3,235.05,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes",0
"4496","Female",0,"No","No",1,"Month-to-month","Yes","Electronic check",70.1,70.1,"Yes","No","Fiber optic","No","No","No","No","No","No",1
"4497","Female",0,"Yes","Yes",72,"Two year","No","Credit card (automatic)",89.75,6595.9,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes",0
"4498","Male",1,"Yes","No",60,"One year","Yes","Electronic check",97.95,5867,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes",0
"4499","Female",0,"Yes","Yes",11,"One year","Yes","Mailed check",20,196.35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4500","Female",0,"No","Yes",12,"Month-to-month","Yes","Electronic check",78.3,909.25,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No",1
"4501","Male",0,"Yes","Yes",61,"One year","No","Credit card (automatic)",103.9,6449.15,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes",0
"4502","Female",0,"No","No",39,"Two year","No","Credit card (automatic)",20.7,762.45,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4503","Male",0,"No","No",55,"Month-to-month","Yes","Electronic check",96.8,5283.95,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes",1
"4504","Female",0,"No","No",17,"Month-to-month","Yes","Electronic check",94.4,1617.5,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No",1
"4505","Male",0,"No","No",37,"One year","No","Credit card (automatic)",20.15,785.75,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4506","Female",0,"Yes","No",72,"Two year","Yes","Mailed check",26,1776,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4507","Male",1,"Yes","No",72,"Two year","No","Credit card (automatic)",77.35,5396.25,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No",0
"4508","Female",0,"No","No",8,"Month-to-month","No","Bank transfer (automatic)",66.05,574.5,"Yes","No","DSL","Yes","No","No","Yes","No","Yes",0
"4509","Female",0,"Yes","Yes",22,"Month-to-month","No","Mailed check",19.9,400.3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4510","Female",0,"No","No",1,"Month-to-month","No","Electronic check",84.3,84.3,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No",1
"4511","Female",0,"No","No",38,"Month-to-month","No","Credit card (automatic)",68.15,2656.3,"Yes","Yes","DSL","No","Yes","No","Yes","No","Yes",0
"4512","Male",0,"No","Yes",17,"One year","No","Electronic check",80.85,1445.95,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes",0
"4513","Female",1,"No","No",70,"Two year","Yes","Bank transfer (automatic)",75.5,5212.65,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No",0
"4514","Female",1,"Yes","Yes",72,"Two year","No","Credit card (automatic)",92.45,6440.25,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes",1
"4515","Female",0,"No","No",28,"Month-to-month","Yes","Electronic check",80.6,2244.95,"Yes","No","Fiber optic","No","No","No","No","No","Yes",0
"4516","Female",0,"No","No",15,"Month-to-month","Yes","Bank transfer (automatic)",83.2,1130,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No",0
"4517","Male",0,"Yes","Yes",72,"Two year","Yes","Bank transfer (automatic)",87.55,6463.15,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes",0
"4518","Female",1,"Yes","No",11,"Month-to-month","Yes","Electronic check",99.55,1131.2,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes",1
"4519","Male",1,"No","No",8,"Month-to-month","Yes","Electronic check",81.25,585.95,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No",1
"4520","Female",0,"Yes","No",57,"One year","Yes","Bank transfer (automatic)",109.4,6252.7,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes",0
"4521","Male",0,"Yes","Yes",1,"Month-to-month","No","Bank transfer (automatic)",19.95,19.95,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",1
"4522","Female",0,"Yes","No",46,"Month-to-month","No","Electronic check",45.55,2062.15,"No","No phone service","DSL","Yes","Yes","No","No","Yes","No",0
"4523","Male",0,"Yes","No",30,"One year","No","Credit card (automatic)",20.7,587.1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4524","Male",1,"Yes","No",10,"Month-to-month","No","Electronic check",75.3,720.45,"Yes","No","Fiber optic","Yes","No","No","No","No","No",0
"4525","Male",0,"Yes","No",23,"Month-to-month","Yes","Electronic check",99.25,2186.4,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No",1
"4526","Male",0,"No","No",32,"Month-to-month","Yes","Credit card (automatic)",93.4,2979.3,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes",0
"4527","Male",0,"No","No",13,"Month-to-month","Yes","Credit card (automatic)",73.75,956.65,"Yes","No","Fiber optic","Yes","No","No","No","No","No",0
"4528","Female",0,"No","No",39,"Two year","Yes","Electronic check",80.45,3201.55,"Yes","No","Fiber optic","No","No","Yes","Yes","No","No",1
"4529","Female",0,"No","No",44,"Month-to-month","Yes","Credit card (automatic)",88.15,3973.2,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No",0
"4530","Male",1,"No","No",9,"Month-to-month","No","Mailed check",49.2,447.9,"Yes","No","DSL","No","No","No","Yes","No","No",0
"4531","Female",0,"Yes","No",67,"Two year","No","Mailed check",19.65,1335.2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4532","Male",0,"Yes","Yes",9,"Month-to-month","Yes","Bank transfer (automatic)",79.35,661.25,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No",1
"4533","Female",0,"No","No",15,"Month-to-month","Yes","Electronic check",79.75,1111.85,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No",1
"4534","Female",0,"Yes","No",71,"Two year","Yes","Bank transfer (automatic)",105.15,7555,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes",0
"4535","Male",0,"No","No",1,"Month-to-month","No","Credit card (automatic)",49,49,"Yes","No","DSL","No","No","No","Yes","No","No",0
"4536","Female",0,"Yes","Yes",30,"Month-to-month","Yes","Electronic check",100.05,3046.15,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes",1
"4537","Male",0,"No","No",1,"Month-to-month","Yes","Electronic check",69.35,69.35,"Yes","No","Fiber optic","No","No","No","No","No","No",1
"4538","Male",0,"Yes","No",17,"Month-to-month","Yes","Mailed check",49.8,836.35,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes",0
"4539","Female",0,"No","No",3,"Month-to-month","No","Electronic check",85.8,272.2,"Yes","No","Fiber optic","No","No","No","Yes","No","Yes",1
"4540","Male",0,"Yes","Yes",67,"Two year","Yes","Electronic check",79.7,5293.4,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes",1
"4541","Male",0,"No","No",1,"Month-to-month","No","Bank transfer (automatic)",20.95,20.95,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4542","Female",1,"No","No",1,"Month-to-month","No","Mailed check",50.55,50.55,"Yes","Yes","DSL","No","No","No","No","No","No",1
"4543","Female",1,"Yes","No",32,"Month-to-month","No","Mailed check",79.3,2570,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No",0
"4544","Male",0,"Yes","Yes",41,"One year","No","Bank transfer (automatic)",19.5,798.2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4545","Male",0,"Yes","No",1,"Month-to-month","Yes","Electronic check",80.55,80.55,"Yes","No","Fiber optic","No","No","No","No","Yes","No",1
"4546","Female",0,"No","No",1,"Month-to-month","No","Bank transfer (automatic)",44.15,44.15,"Yes","No","DSL","No","No","No","No","No","No",0
"4547","Female",0,"Yes","Yes",12,"Month-to-month","Yes","Electronic check",84.5,916.9,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No",1
"4548","Male",0,"Yes","Yes",62,"Month-to-month","Yes","Electronic check",105.5,6487.2,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes",0
"4549","Female",0,"No","No",22,"Month-to-month","Yes","Mailed check",84.3,1855.65,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes",1
"4550","Female",0,"No","Yes",17,"Month-to-month","Yes","Credit card (automatic)",92.7,1556.85,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No",0
"4551","Female",0,"Yes","Yes",72,"Two year","Yes","Bank transfer (automatic)",26.25,1988.05,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4552","Male",0,"Yes","Yes",56,"Month-to-month","Yes","Credit card (automatic)",96.95,5432.2,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No",0
"4553","Female",0,"No","No",9,"Month-to-month","Yes","Credit card (automatic)",20.45,147.55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4554","Male",0,"Yes","No",72,"Two year","Yes","Bank transfer (automatic)",115.8,8424.9,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes",0
"4555","Male",0,"No","No",20,"Month-to-month","Yes","Bank transfer (automatic)",108.2,2203.7,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes",0
"4556","Male",0,"Yes","Yes",19,"Two year","No","Mailed check",20.2,387.4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4557","Male",0,"No","No",2,"Month-to-month","Yes","Electronic check",67.75,116.65,"Yes","No","Fiber optic","No","No","No","No","No","No",1
"4558","Male",0,"No","No",53,"One year","No","Credit card (automatic)",54.9,3045.75,"No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes",0
"4559","Female",1,"No","No",27,"Month-to-month","Yes","Electronic check",85.25,2287.25,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes",1
"4560","Male",0,"No","No",6,"Month-to-month","No","Bank transfer (automatic)",20.15,130.5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4561","Male",0,"Yes","Yes",9,"One year","Yes","Electronic check",90.35,767.9,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No",0
"4562","Female",0,"Yes","Yes",8,"Month-to-month","No","Electronic check",55.75,446.8,"Yes","Yes","DSL","No","Yes","No","No","No","No",0
"4563","Female",0,"Yes","Yes",71,"Two year","No","Bank transfer (automatic)",114.6,8100.25,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes",0
"4564","Female",0,"No","No",10,"Month-to-month","Yes","Bank transfer (automatic)",80.05,830.7,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No",1
"4565","Male",0,"No","No",1,"Month-to-month","No","Mailed check",20,20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",1
"4566","Female",0,"Yes","No",71,"One year","No","Bank transfer (automatic)",66.8,4689.15,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes",0
"4567","Male",0,"Yes","No",68,"One year","Yes","Electronic check",100.3,6754.35,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes",0
"4568","Male",0,"No","No",34,"Month-to-month","Yes","Electronic check",105.35,3540.65,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes",0
"4569","Male",0,"No","No",26,"One year","Yes","Electronic check",85.2,2184.6,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No",0
"4570","Female",0,"No","No",22,"Month-to-month","Yes","Credit card (automatic)",48.8,1054.6,"Yes","No","DSL","Yes","No","No","No","No","No",1
"4571","Male",0,"No","No",7,"Month-to-month","Yes","Mailed check",18.95,130.55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4572","Female",0,"Yes","No",20,"Month-to-month","Yes","Bank transfer (automatic)",69.8,1540.35,"Yes","No","Fiber optic","No","No","No","No","No","No",0
"4573","Female",0,"Yes","No",60,"Month-to-month","Yes","Electronic check",106.15,6411.25,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes",0
"4574","Male",0,"Yes","Yes",72,"Two year","No","Electronic check",20.55,1432.55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4575","Female",1,"Yes","No",72,"One year","Yes","Credit card (automatic)",105.75,7629.85,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes",0
"4576","Male",0,"No","No",4,"Month-to-month","No","Mailed check",25.25,101.9,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4577","Male",0,"Yes","Yes",16,"Month-to-month","No","Electronic check",19.75,313.4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4578","Female",1,"Yes","No",62,"One year","Yes","Electronic check",104.85,6312.9,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes",0
"4579","Female",0,"No","No",10,"Month-to-month","Yes","Mailed check",60.95,629.55,"Yes","No","DSL","No","No","No","Yes","No","Yes",0
"4580","Male",0,"No","No",31,"Month-to-month","Yes","Electronic check",81.15,2640.55,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No",0
"4581","Female",0,"Yes","No",71,"Two year","No","Credit card (automatic)",19.1,1372.45,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4582","Male",0,"No","No",58,"Two year","No","Mailed check",20.8,1212.25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4583","Male",0,"Yes","Yes",70,"Two year","Yes","Credit card (automatic)",90.15,6237.05,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes",0
"4584","Female",0,"Yes","No",71,"Two year","No","Electronic check",90.1,6310.9,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes",0
"4585","Male",1,"No","No",69,"Two year","No","Credit card (automatic)",74.1,5031,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes",0
"4586","Female",1,"No","No",1,"Month-to-month","Yes","Electronic check",85.05,85.05,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes",1
"4587","Female",0,"Yes","Yes",72,"Two year","Yes","Bank transfer (automatic)",118.75,8672.45,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes",0
"4588","Female",0,"Yes","No",26,"Month-to-month","No","Credit card (automatic)",85.9,2196.45,"Yes","No","Fiber optic","No","No","No","Yes","No","Yes",0
"4589","Female",0,"Yes","No",33,"Month-to-month","Yes","Credit card (automatic)",95,3008.15,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","Yes",0
"4590","Female",0,"Yes","Yes",10,"Two year","No","Mailed check",20.15,220.8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4591","Female",1,"No","No",57,"Two year","No","Credit card (automatic)",101.3,5779.6,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes",0
"4592","Female",0,"No","No",10,"Month-to-month","Yes","Electronic check",21.2,222.65,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4593","Female",0,"Yes","Yes",39,"One year","Yes","Mailed check",24.2,914.6,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4594","Female",0,"No","No",11,"Month-to-month","No","Bank transfer (automatic)",20.3,246.3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4595","Female",0,"Yes","Yes",21,"Month-to-month","Yes","Electronic check",102.8,2110.15,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes",1
"4596","Female",0,"Yes","Yes",68,"Two year","No","Bank transfer (automatic)",85.3,5560,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes",0
"4597","Male",0,"No","No",18,"One year","Yes","Credit card (automatic)",89.6,1633,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No",0
"4598","Female",0,"No","No",6,"Month-to-month","Yes","Mailed check",99.95,547.65,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes",1
"4599","Male",0,"No","No",18,"Month-to-month","No","Mailed check",56.25,969.85,"Yes","Yes","DSL","Yes","No","No","No","No","No",0
"4600","Female",0,"Yes","Yes",52,"One year","Yes","Bank transfer (automatic)",50.95,2610.65,"Yes","No","DSL","No","No","Yes","No","No","No",0
"4601","Male",0,"Yes","Yes",56,"Two year","No","Mailed check",115.85,6567.9,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes",0
"4602","Male",0,"No","No",45,"Month-to-month","Yes","Bank transfer (automatic)",103.65,4747.85,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes",0
"4603","Female",0,"No","No",67,"Two year","Yes","Mailed check",26.1,1759.55,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4604","Male",0,"Yes","No",3,"Month-to-month","No","Mailed check",35.1,101.1,"No","No phone service","DSL","Yes","No","No","Yes","No","No",0
"4605","Male",1,"No","No",65,"Month-to-month","Yes","Bank transfer (automatic)",99.1,6496.15,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes",0
"4606","Male",0,"Yes","No",63,"Two year","No","Mailed check",67.25,4234.15,"Yes","Yes","DSL","No","Yes","No","Yes","No","Yes",0
"4607","Female",0,"Yes","Yes",11,"Two year","No","Mailed check",25,300.7,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4608","Male",0,"No","Yes",1,"Month-to-month","Yes","Mailed check",59.55,59.55,"Yes","No","DSL","No","No","No","Yes","No","Yes",0
"4609","Male",0,"No","No",55,"Two year","Yes","Bank transfer (automatic)",77.8,4323.35,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes",0
"4610","Male",0,"Yes","Yes",25,"One year","Yes","Mailed check",55.1,1466.1,"Yes","Yes","DSL","No","No","No","Yes","No","No",0
"4611","Male",0,"Yes","No",72,"One year","Yes","Bank transfer (automatic)",117.8,8684.8,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes",1
"4612","Female",0,"Yes","No",72,"Two year","Yes","Credit card (automatic)",24.15,1776.45,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4613","Female",0,"No","Yes",65,"Two year","No","Mailed check",45.25,2933.95,"No","No phone service","DSL","No","Yes","No","Yes","Yes","No",0
"4614","Female",1,"No","No",54,"Month-to-month","Yes","Electronic check",79.5,4370.25,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No",1
"4615","Male",0,"Yes","Yes",7,"Month-to-month","No","Mailed check",20.25,144.35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4616","Female",0,"Yes","No",72,"Two year","No","Bank transfer (automatic)",64.75,4804.75,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No",0
"4617","Male",0,"Yes","No",21,"Month-to-month","No","Bank transfer (automatic)",54.6,1125.2,"Yes","No","DSL","No","No","No","No","Yes","No",0
"4618","Female",0,"No","No",2,"Month-to-month","Yes","Bank transfer (automatic)",20.7,39.85,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4619","Male",1,"No","No",4,"Month-to-month","Yes","Electronic check",94.75,422.4,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes",0
"4620","Male",0,"Yes","No",3,"Month-to-month","Yes","Bank transfer (automatic)",79.65,251.75,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No",1
"4621","Male",0,"Yes","No",72,"Two year","No","Credit card (automatic)",115.8,8332.15,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes",0
"4622","Female",0,"No","No",6,"Month-to-month","Yes","Electronic check",49.45,314.6,"Yes","No","DSL","Yes","No","No","No","No","No",0
"4623","Male",0,"No","No",52,"Month-to-month","Yes","Credit card (automatic)",83.8,4331.4,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes",0
"4624","Male",1,"Yes","No",69,"Month-to-month","Yes","Bank transfer (automatic)",95.35,6382,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes",0
"4625","Male",0,"No","No",8,"Month-to-month","Yes","Electronic check",94.7,740.3,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes",1
"4626","Female",1,"No","No",8,"Month-to-month","Yes","Bank transfer (automatic)",74.05,600.15,"Yes","No","Fiber optic","No","No","Yes","No","No","No",0
"4627","Female",1,"No","No",63,"Month-to-month","Yes","Bank transfer (automatic)",89.6,5538.8,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes",0
"4628","Male",0,"No","No",60,"One year","Yes","Credit card (automatic)",116.6,7049.5,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes",0
"4629","Female",0,"Yes","No",12,"Month-to-month","No","Bank transfer (automatic)",54.2,690.5,"Yes","No","DSL","Yes","No","No","Yes","No","No",0
"4630","Female",0,"No","No",13,"Month-to-month","Yes","Mailed check",19.3,279.3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4631","Male",0,"No","No",22,"Month-to-month","No","Mailed check",65.05,1427.55,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","No",0
"4632","Male",0,"No","No",5,"Month-to-month","Yes","Electronic check",92.5,452.7,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No",1
"4633","Female",0,"Yes","Yes",1,"Month-to-month","No","Mailed check",19.45,19.45,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",1
"4634","Female",0,"Yes","Yes",72,"Two year","Yes","Bank transfer (automatic)",24.05,1709.15,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4635","Female",0,"No","No",2,"Month-to-month","No","Bank transfer (automatic)",18.75,53.15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4636","Female",0,"Yes","Yes",40,"Two year","No","Bank transfer (automatic)",20.15,777.35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4637","Male",0,"Yes","Yes",44,"One year","No","Bank transfer (automatic)",20,860.85,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4638","Male",1,"Yes","No",71,"One year","Yes","Bank transfer (automatic)",71,5012.1,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No",0
"4639","Female",0,"No","No",2,"Month-to-month","Yes","Electronic check",75.55,166.3,"Yes","Yes","Fiber optic","No","No","No","No","No","No",1
"4640","Male",1,"No","No",26,"Month-to-month","Yes","Electronic check",93.6,2404.1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes",0
"4641","Male",0,"Yes","Yes",1,"Month-to-month","Yes","Electronic check",70,70,"Yes","No","Fiber optic","No","No","No","No","No","No",1
"4642","Female",0,"No","No",1,"Month-to-month","No","Mailed check",24.4,24.4,"No","No phone service","DSL","No","No","No","No","No","No",0
"4643","Male",0,"Yes","Yes",65,"Two year","Yes","Bank transfer (automatic)",74.8,4820.15,"Yes","No","DSL","Yes","No","No","Yes","Yes","Yes",1
"4644","Male",0,"No","No",3,"Month-to-month","Yes","Mailed check",65.25,209.9,"Yes","Yes","DSL","No","No","No","Yes","Yes","No",0
"4645","Male",0,"No","No",13,"Month-to-month","Yes","Mailed check",50.55,610.75,"Yes","No","DSL","No","No","No","Yes","No","No",0
"4646","Female",0,"Yes","No",33,"Month-to-month","Yes","Electronic check",104.4,3409.6,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes",1
"4647","Female",0,"No","No",1,"Month-to-month","Yes","Mailed check",70.7,70.7,"Yes","No","Fiber optic","No","No","No","No","No","No",0
"4648","Male",0,"Yes","Yes",4,"Month-to-month","No","Mailed check",45.25,155.35,"Yes","No","DSL","No","No","No","No","No","No",0
"4649","Male",0,"No","No",2,"Month-to-month","Yes","Electronic check",70.3,144,"Yes","No","Fiber optic","No","No","No","No","No","No",0
"4650","Male",0,"Yes","No",72,"Two year","Yes","Credit card (automatic)",108.95,7875,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes",0
"4651","Female",0,"Yes","Yes",37,"Month-to-month","No","Mailed check",26.45,911.6,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4652","Female",0,"No","No",15,"Month-to-month","No","Electronic check",86.2,1270.2,"Yes","No","Fiber optic","Yes","No","No","No","Yes","No",1
"4653","Female",0,"No","No",23,"One year","Yes","Credit card (automatic)",19.65,478.1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4654","Female",0,"Yes","Yes",30,"Month-to-month","No","Credit card (automatic)",51.2,1561.5,"No","No phone service","DSL","No","No","No","Yes","Yes","Yes",1
"4655","Female",0,"Yes","Yes",42,"One year","Yes","Electronic check",19.05,761.85,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4656","Female",0,"No","No",32,"One year","No","Mailed check",74.75,2282.95,"Yes","Yes","DSL","Yes","No","No","No","Yes","Yes",0
